OKC,OKC vs. IND,10/25/2017,,W,48,53.9%,0.292,19.1,37.2%,39.8%,0.422,18.4,29.8%,
CHA,CHA vs. DEN,10/25/2017,,W,48,54.9%,0.321,14.5,23.3%,42.0%,0.150,13.6,31.0%,
HOU,HOU @ PHI,10/25/2017,,W,48,56.0%,0.320,19.5,18.4%,50.5%,0.103,15.2,26.7%,
DET,DET vs. MIN,10/25/2017,,W,48,60.3%,0.185,14.6,28.6%,48.8%,0.247,13.8,16.7%,
TOR,TOR @ GSW,10/25/2017,,L,48,50.0%,0.202,17.4,35.4%,63.6%,0.286,17.4,19.4%,
DAL,DAL vs. MEM,10/25/2017,,W,48,56.1%,0.392,11.7,11.8%,54.2%,0.333,19.0,16.2%,
MIA,MIA vs. SAS,10/25/2017,,L,48,51.9%,0.225,9.7,10.0%,61.8%,0.395,13.8,22.2%,
BKN,BKN vs. CLE,10/25/2017,,W,48,52.2%,0.226,12.4,20.8%,55.6%,0.321,20.1,24.3%,
LAL,LAL vs. WAS,10/25/2017,,W,53,48.4%,0.174,19.1,13.6%,44.2%,0.242,13.3,13.0%,
WAS,WAS @ LAL,10/25/2017,,L,53,44.2%,0.242,13.3,13.0%,48.4%,0.174,19.1,13.6%,
GSW,GSW vs. TOR,10/25/2017,,W,48,63.6%,0.286,17.4,19.4%,50.0%,0.202,17.4,35.4%,
IND,IND @ OKC,10/25/2017,,L,48,39.8%,0.422,18.4,29.8%,53.9%,0.292,19.1,37.2%,
MEM,MEM @ DAL,10/25/2017,,L,48,54.2%,0.333,19.0,16.2%,56.1%,0.392,11.7,11.8%,
SAS,SAS @ MIA,10/25/2017,,W,48,61.8%,0.395,13.8,22.2%,51.9%,0.225,9.7,10.0%,
DEN,DEN @ CHA,10/25/2017,,L,48,42.0%,0.150,13.6,31.0%,54.9%,0.321,14.5,23.3%,
MIN,MIN @ DET,10/25/2017,,L,48,48.8%,0.247,13.8,16.7%,60.3%,0.185,14.6,28.6%,
CLE,CLE @ BKN,10/25/2017,,L,48,55.6%,0.321,20.1,24.3%,52.2%,0.226,12.4,20.8%,
CHI,CHI @ CLE,10/24/2017,,L,48,57.4%,0.148,12.3,20.5%,61.4%,0.265,9.6,20.5%,
CLE,CLE vs. CHI,10/24/2017,,W,48,61.4%,0.265,9.6,20.5%,57.4%,0.148,12.3,20.5%,
POR,POR vs. NOP,10/24/2017,,W,48,43.2%,0.375,18.4,32.1%,45.4%,0.421,16.5,8.2%,
IND,IND @ MIN,10/24/2017,,W,48,72.6%,0.131,18.2,30.8%,54.1%,0.256,13.9,20.9%,
BOS,BOS vs. NYK,10/24/2017,,W,48,58.7%,0.360,14.6,13.5%,42.9%,0.294,14.1,23.4%,
MIN,MIN vs. IND,10/24/2017,,L,48,54.1%,0.256,13.9,20.9%,72.6%,0.131,18.2,30.8%,
UTA,UTA @ LAC,10/24/2017,,L,48,47.5%,0.139,19.2,19.5%,53.0%,0.253,13.8,25.0%,
NYK,NYK @ BOS,10/24/2017,,L,48,42.9%,0.294,14.1,23.4%,58.7%,0.360,14.6,13.5%,
NOP,NOP @ POR,10/24/2017,,L,48,45.4%,0.421,16.5,8.2%,43.2%,0.375,18.4,32.1%,
LAC,LAC vs. UTA,10/24/2017,,W,48,53.0%,0.253,13.8,25.0%,47.5%,0.139,19.2,19.5%,
ORL,ORL vs. BKN,10/24/2017,,W,48,54.2%,0.482,10.4,14.6%,47.4%,0.354,14.2,26.9%,
BKN,BKN @ ORL,10/24/2017,,L,48,47.4%,0.354,14.2,26.9%,54.2%,0.482,10.4,14.6%,
GSW,GSW @ DAL,10/23/2017,,W,48,64.5%,0.302,15.5,26.3%,44.3%,0.313,11.2,25.9%,
ATL,ATL @ MIA,10/23/2017,,L,48,52.0%,0.237,21.2,16.2%,54.1%,0.212,18.6,22.2%,
WAS,WAS @ DEN,10/23/2017,,W,48,49.4%,0.333,14.8,22.2%,53.8%,0.288,22.1,24.3%,
CHA,CHA @ MIL,10/23/2017,,L,48,46.8%,0.462,14.3,21.3%,52.4%,0.188,13.0,11.6%,
SAC,SAC @ PHX,10/23/2017,,L,48,48.0%,0.293,8.4,25.0%,61.0%,0.351,20.2,20.0%,
SAS,SAS vs. TOR,10/23/2017,,W,48,47.2%,0.256,19.6,38.3%,48.8%,0.300,14.9,11.9%,
MIL,MIL vs. CHA,10/23/2017,,W,48,52.4%,0.188,13.0,11.6%,46.8%,0.462,14.3,21.3%,
HOU,HOU vs. MEM,10/23/2017,,L,48,47.4%,0.299,18.7,20.5%,47.1%,0.544,12.9,9.1%,
DET,DET vs. PHI,10/23/2017,,L,48,42.4%,0.224,14.2,18.0%,52.7%,0.320,21.3,21.1%,
PHI,PHI @ DET,10/23/2017,,W,48,52.7%,0.320,21.3,21.1%,42.4%,0.224,14.2,18.0%,
TOR,TOR @ SAS,10/23/2017,,L,48,48.8%,0.300,14.9,11.9%,47.2%,0.256,19.6,38.3%,
MEM,MEM @ HOU,10/23/2017,,W,48,47.1%,0.544,12.9,9.1%,47.4%,0.299,18.7,20.5%,
DEN,DEN vs. WAS,10/23/2017,,L,48,53.8%,0.288,22.1,24.3%,49.4%,0.333,14.8,22.2%,
PHX,PHX vs. SAC,10/23/2017,,W,48,61.0%,0.351,20.2,20.0%,48.0%,0.293,8.4,25.0%,
MIA,MIA vs. ATL,10/23/2017,,W,48,54.1%,0.212,18.6,22.2%,52.0%,0.237,21.2,16.2%,
DAL,DAL vs. GSW,10/23/2017,,L,48,44.3%,0.313,11.2,25.9%,64.5%,0.302,15.5,26.3%,
OKC,OKC vs. MIN,10/22/2017,,L,48,53.6%,0.167,10.5,20.5%,55.8%,0.267,17.3,27.0%,
ATL,ATL @ BKN,10/22/2017,,L,48,37.8%,0.383,14.6,29.6%,53.4%,0.391,16.8,28.9%,
NOP,NOP @ LAL,10/22/2017,,W,48,62.7%,0.253,17.3,17.1%,53.9%,0.222,15.9,20.0%,
LAL,LAL vs. NOP,10/22/2017,,L,48,53.9%,0.222,15.9,20.0%,62.7%,0.253,17.3,17.1%,
MIN,MIN @ OKC,10/22/2017,,W,48,55.8%,0.267,17.3,27.0%,53.6%,0.167,10.5,20.5%,
BKN,BKN vs. ATL,10/22/2017,,W,48,53.4%,0.391,16.8,28.9%,37.8%,0.383,14.6,29.6%,
SAC,SAC @ DEN,10/21/2017,,L,48,41.2%,0.153,15.1,23.1%,49.4%,0.235,17.4,40.0%,
TOR,TOR vs. PHI,10/21/2017,,W,48,54.5%,0.416,11.8,19.5%,43.9%,0.439,18.2,15.7%,
NYK,NYK vs. DET,10/21/2017,,L,48,50.6%,0.383,14.5,30.0%,53.3%,0.165,13.6,35.7%,
HOU,HOU vs. DAL,10/21/2017,,W,48,54.3%,0.268,15.2,19.5%,44.6%,0.250,14.1,14.8%,
LAC,LAC vs. PHX,10/21/2017,,W,48,61.4%,0.341,11.6,23.8%,42.3%,0.535,19.3,8.7%,
GSW,GSW @ MEM,10/21/2017,,L,48,46.4%,0.321,16.9,26.1%,53.2%,0.481,13.8,15.0%,
MEM,MEM vs. GSW,10/21/2017,,W,48,53.2%,0.481,13.8,15.0%,46.4%,0.321,16.9,26.1%,
CHI,CHI vs. SAS,10/21/2017,,L,48,42.7%,0.110,20.4,17.4%,41.4%,0.172,11.3,25.9%,
MIA,MIA vs. IND,10/21/2017,,W,48,59.8%,0.161,13.8,15.8%,48.4%,0.219,10.7,25.0%,
CLE,CLE vs. ORL,10/21/2017,,L,48,42.4%,0.314,15.6,22.4%,53.9%,0.222,12.1,26.7%,
PHX,PHX @ LAC,10/21/2017,,L,48,42.3%,0.535,19.3,8.7%,61.4%,0.341,11.6,23.8%,
DEN,DEN vs. SAC,10/21/2017,,W,48,49.4%,0.235,17.4,40.0%,41.2%,0.153,15.1,23.1%,
ORL,ORL @ CLE,10/21/2017,,W,48,53.9%,0.222,12.1,26.7%,42.4%,0.314,15.6,22.4%,
DAL,DAL @ HOU,10/21/2017,,L,48,44.6%,0.250,14.1,14.8%,54.3%,0.268,15.2,19.5%,
PHI,PHI @ TOR,10/21/2017,,L,48,43.9%,0.439,18.2,15.7%,54.5%,0.416,11.8,19.5%,
POR,POR @ MIL,10/21/2017,,L,48,48.8%,0.432,16.1,31.7%,56.9%,0.375,14.0,19.4%,
DET,DET @ NYK,10/21/2017,,W,48,53.3%,0.165,13.6,35.7%,50.6%,0.383,14.5,30.0%,
UTA,UTA vs. OKC,10/21/2017,,W,48,55.2%,0.182,20.0,18.9%,48.1%,0.244,17.8,19.0%,
OKC,OKC @ UTA,10/21/2017,,L,48,48.1%,0.244,17.8,19.0%,55.2%,0.182,20.0,18.9%,
IND,IND @ MIA,10/21/2017,,L,48,48.4%,0.219,10.7,25.0%,59.8%,0.161,13.8,15.8%,
MIL,MIL vs. POR,10/21/2017,,W,48,56.9%,0.375,14.0,19.4%,48.8%,0.432,16.1,31.7%,
SAS,SAS @ CHI,10/21/2017,,W,48,41.4%,0.172,11.3,25.9%,42.7%,0.110,20.4,17.4%,
DAL,DAL vs. SAC,10/20/2017,,L,48,48.7%,0.280,13.4,14.6%,48.3%,0.149,16.4,35.6%,
LAL,LAL @ PHX,10/20/2017,,W,48,58.1%,0.355,15.6,11.1%,56.5%,0.413,16.8,21.3%,
BKN,BKN vs. ORL,10/20/2017,,W,48,54.9%,0.380,16.3,32.6%,60.7%,0.169,20.3,21.4%,
POR,POR @ IND,10/20/2017,,W,48,53.2%,0.179,9.0,25.0%,47.4%,0.423,12.2,13.0%,
NOP,NOP vs. GSW,10/20/2017,,L,48,54.1%,0.224,17.2,29.1%,61.5%,0.220,16.7,22.2%,
CHA,CHA vs. ATL,10/20/2017,,W,48,49.4%,0.349,19.4,27.3%,41.6%,0.147,12.0,11.8%,
MIN,MIN vs. UTA,10/20/2017,,W,48,48.8%,0.321,16.3,24.4%,53.9%,0.221,19.7,17.1%,
PHX,PHX vs. LAL,10/20/2017,,L,48,56.5%,0.413,16.8,21.3%,58.1%,0.355,15.6,11.1%,
DET,DET @ WAS,10/20/2017,,L,48,55.2%,0.230,18.1,25.0%,57.3%,0.467,16.9,23.3%,
ATL,ATL @ CHA,10/20/2017,,L,48,41.6%,0.147,12.0,11.8%,49.4%,0.349,19.4,27.3%,
UTA,UTA @ MIN,10/20/2017,,L,48,53.9%,0.221,19.7,17.1%,48.8%,0.321,16.3,24.4%,
IND,IND vs. POR,10/20/2017,,L,48,47.4%,0.423,12.2,13.0%,53.2%,0.179,9.0,25.0%,
WAS,WAS vs. DET,10/20/2017,,W,48,57.3%,0.467,16.9,23.3%,55.2%,0.230,18.1,25.0%,
BOS,BOS @ PHI,10/20/2017,,W,48,47.6%,0.381,18.4,29.8%,43.5%,0.174,16.7,25.5%,
ORL,ORL @ BKN,10/20/2017,,L,48,60.7%,0.169,20.3,21.4%,54.9%,0.380,16.3,32.6%,
CLE,CLE @ MIL,10/20/2017,,W,48,61.1%,0.210,18.5,29.0%,53.0%,0.146,15.9,18.6%,
SAC,SAC @ DAL,10/20/2017,,W,48,48.3%,0.149,16.4,35.6%,48.7%,0.280,13.4,14.6%,
PHI,PHI vs. BOS,10/20/2017,,L,48,43.5%,0.174,16.7,25.5%,47.6%,0.381,18.4,29.8%,
MIL,MIL vs. CLE,10/20/2017,,L,48,53.0%,0.146,15.9,18.6%,61.1%,0.210,18.5,29.0%,
GSW,GSW @ NOP,10/20/2017,,W,48,61.5%,0.220,16.7,22.2%,54.1%,0.224,17.2,29.1%,
NYK,NYK @ OKC,10/19/2017,,L,48,44.9%,0.253,25.3,28.2%,49.4%,0.244,18.7,30.2%,
TOR,TOR vs. CHI,10/19/2017,,W,48,54.8%,0.337,17.1,31.0%,47.2%,0.213,17.9,21.7%,
OKC,OKC vs. NYK,10/19/2017,,W,48,49.4%,0.244,18.7,30.2%,44.9%,0.253,25.3,28.2%,
CHI,CHI @ TOR,10/19/2017,,L,48,47.2%,0.213,17.9,21.7%,54.8%,0.337,17.1,31.0%,
LAC,LAC @ LAL,10/19/2017,,W,48,44.9%,0.121,13.5,29.8%,42.9%,0.253,18.3,22.2%,
LAL,LAL vs. LAC,10/19/2017,,L,48,42.9%,0.253,18.3,22.2%,44.9%,0.121,13.5,29.8%,
CHA,CHA @ DET,10/18/2017,,L,48,45.9%,0.397,17.0,7.3%,47.4%,0.125,8.9,17.0%,
POR,POR @ PHX,10/18/2017,,W,48,56.7%,0.311,17.1,39.5%,35.4%,0.202,15.5,19.2%,
PHX,PHX vs. POR,10/18/2017,,L,48,35.4%,0.202,15.5,19.2%,56.7%,0.311,17.1,39.5%,
SAC,SAC vs. HOU,10/18/2017,,L,48,52.3%,0.114,17.8,22.0%,47.0%,0.349,16.0,26.7%,
PHI,PHI @ WAS,10/18/2017,,L,48,54.3%,0.204,15.8,23.4%,46.4%,0.392,9.3,30.2%,
BKN,BKN @ IND,10/18/2017,,L,48,54.3%,0.340,17.1,25.0%,56.4%,0.314,12.1,30.4%,
MIA,MIA @ ORL,10/18/2017,,L,48,47.1%,0.167,11.7,21.6%,52.2%,0.322,14.1,25.0%,
UTA,UTA vs. DEN,10/18/2017,,W,48,56.2%,0.198,15.5,16.2%,55.2%,0.156,22.6,18.9%,
IND,IND vs. BKN,10/18/2017,,W,48,56.4%,0.314,12.1,30.4%,54.3%,0.340,17.1,25.0%,
DEN,DEN @ UTA,10/18/2017,,L,48,55.2%,0.156,22.6,18.9%,56.2%,0.198,15.5,16.2%,
DAL,DAL vs. ATL,10/18/2017,,L,48,54.1%,0.244,15.6,20.0%,55.9%,0.160,13.1,30.4%,
DET,DET vs. CHA,10/18/2017,,W,48,47.4%,0.125,8.9,17.0%,45.9%,0.397,17.0,7.3%,
WAS,WAS vs. PHI,10/18/2017,,W,48,46.4%,0.392,9.3,30.2%,54.3%,0.204,15.8,23.4%,
NOP,NOP @ MEM,10/18/2017,,L,48,42.4%,0.367,20.1,34.8%,47.3%,0.304,11.8,30.0%,
BOS,BOS vs. MIL,10/18/2017,,L,48,48.9%,0.231,14.4,22.0%,54.6%,0.395,15.3,15.8%,
SAS,SAS vs. MIN,10/18/2017,,W,48,50.6%,0.213,11.4,27.9%,48.2%,0.271,13.4,22.4%,
ATL,ATL @ DAL,10/18/2017,,W,48,55.9%,0.160,13.1,30.4%,54.1%,0.244,15.6,20.0%,
MEM,MEM vs. NOP,10/18/2017,,W,48,47.3%,0.304,11.8,30.0%,42.4%,0.367,20.1,34.8%,
MIN,MIN @ SAS,10/18/2017,,L,48,48.2%,0.271,13.4,22.4%,50.6%,0.213,11.4,27.9%,
MIL,MIL @ BOS,10/18/2017,,W,48,54.6%,0.395,15.3,15.8%,48.9%,0.231,14.4,22.0%,
HOU,HOU @ SAC,10/18/2017,,W,48,47.0%,0.349,16.0,26.7%,52.3%,0.114,17.8,22.0%,
ORL,ORL vs. MIA,10/18/2017,,W,48,52.2%,0.322,14.1,25.0%,47.1%,0.167,11.7,21.6%,
CLE,CLE vs. BOS,10/17/2017,,W,48,48.8%,0.301,16.7,19.6%,45.5%,0.284,11.8,18.0%,
GSW,GSW vs. HOU,10/17/2017,,L,48,63.8%,0.263,17.0,15.4%,56.2%,0.196,12.0,22.2%,
HOU,HOU @ GSW,10/17/2017,,W,48,56.2%,0.196,12.0,22.2%,63.8%,0.263,17.0,15.4%,
BOS,BOS @ CLE,10/17/2017,,L,48,45.5%,0.284,11.8,18.0%,48.8%,0.301,16.7,19.6%,
